date,actual,pred,residual,model,split,abs_error,shift
2017-09-09 19:00:00,1.65,2.6865799728654487,-1.0365799728654488,random_forest,test,1.0365799728654488,evening
2017-09-09 19:00:00,1.65,2.6865799728654487,-1.0365799728654488,random_forest,test,1.0365799728654488,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 19:00:00,1.65,2.631114127017736,-0.981114127017736,random_forest,test,0.981114127017736,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.6865799728654487,-0.9765799728654488,random_forest,test,0.9765799728654488,evening
2017-09-09 20:00:00,1.71,2.652439244388628,-0.9424392443886278,random_forest,test,0.9424392443886278,evening
2017-09-09 20:00:00,1.71,2.652439244388628,-0.9424392443886278,random_forest,test,0.9424392443886278,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 19:00:00,1.65,2.591490471103757,-0.9414904711037572,random_forest,test,0.9414904711037572,evening
2017-09-09 20:00:00,1.71,2.64695631695147,-0.93695631695147,random_forest,test,0.93695631695147,evening
2017-09-09 20:00:00,1.71,2.64695631695147,-0.93695631695147,random_forest,test,0.93695631695147,evening
2017-09-09 20:00:00,1.71,2.64695631695147,-0.93695631695147,random_forest,test,0.93695631695147,evening
2017-09-09 20:00:00,1.71,2.64695631695147,-0.93695631695147,random_forest,test,0.93695631695147,evening
2017-09-09 20:00:00,1.71,2.64695631695147,-0.93695631695147,random_forest,test,0.93695631695147,evening
2017-09-09 20:00:00,1.71,2.64695631695147,-0.93695631695147,random_forest,test,0.93695631695147,evening
2017-09-09 20:00:00,1.71,2.64695631695147,-0.93695631695147,random_forest,test,0.93695631695147,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.631114127017736,-0.921114127017736,random_forest,test,0.921114127017736,evening
2017-09-09 20:00:00,1.71,2.629275040130023,-0.9192750401300231,random_forest,test,0.9192750401300231,evening
2017-09-09 20:00:00,1.71,2.62549695222755,-0.9154969522275502,random_forest,test,0.9154969522275502,evening
2017-09-09 20:00:00,1.71,2.612815588474649,-0.9028155884746488,random_forest,test,0.9028155884746488,evening
2017-09-09 20:00:00,1.71,2.612815588474649,-0.9028155884746488,random_forest,test,0.9028155884746488,evening
